,Port_IDs,Total_Quantity,PnL,Total_Fee,Total_Qty,First_Trade,Last_Trade,Unique_Assets,Total_Positions,Trading_Duration_Hours,Avg_Trades_per_Hour,ROI,Mean_Return,Std_Dev_Return,Sharpe_Ratio,Cumulative_Profit,Max_Cumulative_Profit,Drawdown,Max_Drawdown (%),Win_Positions,Win_Rate (%),Total_Buy_Positions,Total_Sell_Positions,Net_Positions
74,3998572645139652353,2051910.5785,9603.58535988,-600.02848929,63.052,2024-05-21 11:45:14,2024-06-21 09:37:14,2,266,741.8666666666667,0.3585549964054637,21366.088826284347,0.0046803137819487585,0.014700203401014373,0.3183842872286922,304862.0780498501,304862.0780498501,0.0,0.0,95,35.714285714285715,113,153,-40
75,3998659472131949824,471476.05092,1449.32593976,-167.40876441,31.618000000000002,2024-05-26 15:02:45,2024-06-21 14:16:25,2,147,623.2277777777778,0.23586881914049618,32530.712242552818,0.003074018154118122,0.014700203401014373,0.20911398776332593,306311.40398961015,306311.40398961015,0.0,0.0,72,48.97959183673469,62,85,-23
76,3999240873283311617,7830890.6646335,42574.47367879,-1872.44494863,157373896.0,2024-05-22 10:22:57,2024-06-21 13:28:28,10,4522,723.0919444444445,6.2536998714240655,18393.393947074772,0.005436734530219949,0.014700203401014373,0.3698407689953999,348885.8776684001,348885.8776684001,0.0,0.0,2366,52.32198142414861,2459,2063,396
77,3999845462424248576,669343.4627509,5843.15260681,-307.20622296,28504670.164,2024-05-22 08:52:30,2024-06-21 15:04:01,46,3318,726.1919444444444,4.569039942378259,11455.1768162071,0.008729677560150554,0.014700203401014373,0.59384739938688,354729.0302752101,354729.0302752101,0.0,0.0,1443,43.490054249547924,1704,1614,90
78,4000222729738650369,250361.5239747,1803.6201332800001,-83.32685951,1279525.848,2024-05-22 15:15:06,2024-06-21 15:01:08,59,958,719.7672222222222,1.3309858665726033,13881.056180017316,0.007204062767497225,0.014700203401014373,0.490065516168308,356532.6504084901,356532.6504084901,0.0,0.0,537,56.05427974947808,690,268,422
79,4000877324693233921,9422613.35785,-836.1005588599996,-3022.26004632,3453092.4,2024-06-18 06:21:31,2024-06-20 17:47:39,2,6050,59.43555555555555,101.7909220070291,-1126971.302434898,-8.873340411059554e-05,0.014700203401014373,-0.00603620247216937,355696.5498496301,356532.6504084901,836.1005588599946,0.23450883331499914,2714,44.8595041322314,3075,2975,100
80,4002413037164645377,147941.6922854,3686.9697606,-55.32822723,10090078.658,2024-05-24 03:21:20,2024-06-21 14:27:58,12,576,683.1105555555556,0.8432017267418076,4012.555076158929,0.024921776300134008,0.014700203401014373,1.6953354739577484,359383.5196102301,359383.5196102301,0.0,0.0,107,18.57638888888889,290,286,4
81,4004410127575640832,479395.625575,2905.76386668,-112.85531963,6711352.782,2024-05-28 05:12:34,2024-06-20 14:03:03,13,507,560.8413888888889,0.9039989024427089,16498.093016854007,0.006061306594516269,0.014700203401014373,0.4123280766372263,362289.2834769101,362289.2834769101,0.0,0.0,175,34.51676528599605,242,265,-23
82,4004713168329653760,51922.30061,1667.19861,-18.42288495,321974.0,2024-05-25 17:25:26,2024-06-07 18:00:56,1,27,312.59166666666664,0.08637466343205993,3114.3440438688945,0.03210949034255437,0.014700203401014373,2.184288847346064,363956.4820869101,363956.4820869101,0.0,0.0,2,7.4074074074074066,2,25,-23
83,4006366295148391425,148652.2984186,3018.5418057,-54.79184559,12004756.742,2024-05-26 20:55:57,2024-06-18 13:25:02,16,681,544.4847222222222,1.2507237984944992,4924.639378454045,0.02030605539108373,0.014700203401014373,1.3813451989162635,366975.0238926101,366975.0238926101,0.0,0.0,117,17.180616740088105,308,373,-65
84,4008537296438699777,338133.1231446,2330.8456453100002,-138.09957373,85126645.545,2024-05-29 01:28:31,2024-06-15 01:02:07,17,535,407.56,1.3126901560506428,14506.886109124081,0.006893278078271061,0.014700203401014373,0.46892399310579586,369305.8695379201,369305.8695379201,0.0,0.0,249,46.54205607476635,252,283,-31
85,4008711265867865600,3665550.82839,11298.706389769999,-794.40244822,745.378,2024-05-28 11:38:01,2024-06-21 14:34:04,2,394,578.9341666666667,0.680560973397954,32442.216851557794,0.003082403414586579,0.014700203401014373,0.20968440575277217,380604.57592769014,380604.57592769014,0.0,0.0,166,42.13197969543147,166,228,-62
86,4008804082027254529,4353641.1769199995,3332.73345887,-1568.11728418,7004.157,2024-05-28 13:36:18,2024-06-21 10:34:14,3,975,572.9655555555555,1.7016729723912045,130632.74428181094,0.0007655048552319499,0.014700203401014373,0.05207443967606101,383937.3093865601,383937.3093865601,0.0,0.0,527,54.051282051282044,552,423,129
87,4011626972687000576,1971368.63384,5483.14982082,-980.61756934,6912224.502,2024-06-13 22:52:47,2024-06-21 16:48:01,32,6056,185.92055555555555,32.57305240888432,35953.21481741281,0.0027813924431472022,0.014700203401014373,0.1892077522515964,389420.45920738013,389420.45920738013,0.0,0.0,2326,38.408190224570674,2978,3078,-100
88,4012994295026226176,160127.698548,2500.33664614,-80.06384786,2892818.892,2024-06-01 06:14:28,2024-06-20 17:14:06,19,627,466.9938888888889,1.342629989209947,6404.24555610157,0.015614641744135837,0.014700203401014373,1.0622058292784142,391920.79585352016,391920.79585352016,0.0,0.0,251,40.03189792663477,313,314,-1
89,4013955990069013504,240304.3114014,1690.02704985,-74.66966088,6876626.408,2024-06-01 02:36:22,2024-06-21 12:30:14,16,358,489.8977777777778,0.7307646946755332,14218.962437478645,0.0070328619573829,0.014700203401014373,0.4784193637006141,393610.82290337014,393610.82290337014,0.0,0.0,236,65.92178770949721,117,241,-124
90,4013978721149559808,120213.629898,3778.87822398,-42.75809842,2542963.61,2024-06-01 02:55:04,2024-06-21 14:30:00,4,294,491.58222222222224,0.5980688208596279,3181.19883131318,0.031434690285838125,0.014700203401014373,2.138384716749498,397389.70112735016,397389.70112735016,0.0,0.0,61,20.74829931972789,216,78,138
91,4014818740371615232,868233.3838721,2013.64751009,-420.55358296,841521.11,2024-06-02 06:21:26,2024-06-21 15:22:37,7,529,465.01972222222224,1.1375861597267978,43117.44630187507,0.0023192468148479205,0.014700203401014373,0.15776970913803023,399403.3486374402,399403.3486374402,0.0,0.0,111,20.982986767485823,298,231,67
92,4016164457907769600,2983886.41178,3742.68731972,-632.7051788,205924.6,2024-06-02 15:04:16,2024-06-21 16:31:45,7,712,457.4580555555556,1.556426849091811,79725.7734050632,0.0012542995286095179,0.014700203401014373,0.08532531791519063,403146.0359571602,403146.0359571602,0.0,0.0,310,43.53932584269663,357,355,2
93,4017110277719148289,615395.4144512,2899.93302141,-301.09661651,1070275.438,2024-06-03 06:44:39,2024-06-20 13:27:46,4,252,414.7186111111111,0.6076409238660484,21221.021654906486,0.004712308465925302,0.014700203401014373,0.3205607662272301,406045.9689785702,406045.9689785702,0.0,0.0,143,56.74603174603175,100,152,-52
94,4017263283405469185,6232407.3301999,7141.3664193899995,-2290.73379844,357062003.738,2024-06-05 19:57:17,2024-06-21 15:46:00,2,6050,379.81194444444446,15.928935591663418,87271.91638392727,0.0011458439798672378,0.014700203401014373,0.07794749151485686,413187.3353979602,413187.3353979602,0.0,0.0,2034,33.6198347107438,2834,3216,-382
95,4017323550554338817,160157.2227504,3134.7351025,-68.93697273,3310468.268,2024-06-03 10:20:06,2024-06-21 14:44:16,10,545,436.40277777777777,1.2488463129753986,5109.115045244879,0.019572861271360743,0.014700203401014373,1.331468738045498,416322.0705004602,416322.0705004602,0.0,0.0,273,50.091743119266056,250,295,-45
96,4019895412775450368,250633.20194600002,2640.30025492,-125.31660040999999,120930.378,2024-06-05 04:47:35,2024-06-21 16:09:52,11,571,395.3713888888889,1.4442117362226936,9492.602270479048,0.010534519107683363,0.014700203401014373,0.7166240371175027,418962.3707553802,418962.3707553802,0.0,0.0,242,42.38178633975482,250,321,-71
97,4020204877254599680,23109085.4384396,71998.85595307,-11348.29750933,458790843.6,2024-06-06 10:28:04,2024-06-21 15:16:23,16,6050,364.8052777777778,16.58418989125858,32096.46199587181,0.00311560819422595,0.014700203401014373,0.21194320304513342,490961.2267084502,490961.2267084502,0.0,0.0,1993,32.94214876033058,3044,3006,38
98,4021243448368889856,1749830.4131047,1498.1937579,-874.9151898,85828556.901,2024-06-18 08:09:24,2024-06-21 16:19:15,27,6050,80.16416666666667,75.47012900610206,116796.00211106312,0.0008561936897883582,0.014700203401014373,0.058243662786956904,492459.42046635016,492459.42046635016,0.0,0.0,2290,37.85123966942149,2971,3079,-108
99,4021669203289716224,6534632.169107,26427.33159178,-1536.44291891,27280776.334,2024-06-06 10:19:53,2024-06-21 17:10:23,15,1682,366.84166666666664,4.585084391540401,24726.795236260416,0.004044195741684947,0.014700203401014373,0.2751115499126959,518886.75205813017,518886.75205813017,0.0,0.0,528,31.391200951248514,848,834,14
100,4022565861939831809,6091302.34414,14197.57707589,-2668.47668899,110945.944,2024-06-07 01:25:13,2024-06-21 15:53:28,3,705,350.47083333333336,2.0115796606945415,42903.81599325219,0.002330795004708387,0.014700203401014373,0.15855528941508065,533084.3291340201,533084.3291340201,0.0,0.0,372,52.76595744680851,340,365,-25
101,4022641794255717633,117814.0575365,2176.83382376,-23.56279214,22335279.0,2024-06-10 10:21:57,2024-06-21 17:05:24,30,6052,270.7241666666667,22.35485688077348,5412.175070534425,0.01847685980160385,0.014700203401014373,1.256911846561856,535261.1629577802,535261.1629577802,0.0,0.0,2634,43.52280237937872,3129,2923,206
102,4023616625178799873,261018.8698393,2087.77119301,-112.30179015,3000689.3680000002,2024-06-07 18:26:09,2024-06-21 09:45:38,18,827,327.32472222222225,2.5265430438173437,12502.273750744764,0.007998545064176264,0.014700203401014373,0.5441111830890947,537348.9341507902,537348.9341507902,0.0,0.0,339,40.991535671100365,346,481,-135
103,4023697433751327232,75586.8848,2408.22399998,-26.81664319,543046.0,2024-06-07 19:50:29,2024-06-17 16:19:42,1,42,236.48694444444445,0.1775996560768565,3138.698260652985,0.03186034199387987,0.014700203401014373,2.167340214604199,539757.1581507702,539757.1581507702,0.0,0.0,4,9.523809523809524,4,38,-34
104,4023697881318718465,95292.77542,3151.95061998,-33.60713598,580886.0,2024-06-07 19:49:02,2024-06-17 16:19:42,2,70,236.51111111111112,0.2959691816217232,3023.2953148423585,0.03307649091012276,0.014700203401014373,2.250070288676438,542909.1087707502,542909.1087707502,0.0,0.0,6,8.571428571428571,33,37,-4
105,4026179081117855488,1669086.34088,6796.18836,-702.73541906,140.866,2024-06-09 12:50:33,2024-06-21 17:00:30,2,197,292.16583333333335,0.6742745986155123,24559.15363829027,0.0040718015560637895,0.014700203401014373,0.2769894704846614,549705.2971307503,549705.2971307503,0.0,0.0,46,23.3502538071066,102,95,7
106,4027747397961573889,1438575.07845,2638.21944996,-603.3864187300001,390.34,2024-06-10 16:01:14,2024-06-21 15:50:19,2,460,263.81805555555553,1.7436259206418567,54528.25686929915,0.0018339115486433722,0.014700203401014373,0.12475416146397164,552343.5165807103,552343.5165807103,0.0,0.0,207,45.0,265,195,70
107,4028427053699127040,297328.34026,2633.02381341,-144.40386998,90.035,2024-06-11 02:03:21,2024-06-21 07:50:07,4,121,245.77944444444444,0.49231130891969543,11292.27691545005,0.008855609966771217,0.014700203401014373,0.6024141112333279,554976.5403941203,554976.5403941203,0.0,0.0,36,29.75206611570248,71,50,21
108,4028701921959171840,4330195.885,17601.40139824,-2151.76093486,71.398,2024-06-11 06:36:02,2024-06-21 15:37:21,2,687,249.02194444444444,2.7587930113254187,24601.42682407655,0.004064804887744703,0.014700203401014373,0.276513513239158,572577.9417923603,572577.9417923603,0.0,0.0,373,54.29403202328966,381,306,75
109,4029299190618134272,498232.01269,3354.14587637,-237.44360614,11977.694,2024-06-11 16:29:30,2024-06-21 12:05:47,6,230,235.60472222222222,0.9762113332476594,14854.214189074208,0.0067320962743053405,0.014700203401014373,0.45795939625167353,575932.0876687303,575932.0876687303,0.0,0.0,72,31.30434782608696,100,130,-30
110,4029422834086627072,215737.03283,2799.90254984,-107.86851625,768645.018,2024-06-11 19:16:57,2024-06-19 07:13:30,2,102,179.9425,0.5668477430290232,7705.1621972460525,0.012978312128944097,0.014700203401014373,0.8828661600728968,578731.9902185703,578731.9902185703,0.0,0.0,38,37.254901960784316,51,51,0
111,4029506971304830209,79154.03182,2413.6540000200002,-28.12372503,571702.0,2024-06-11 20:02:36,2024-06-17 16:19:42,1,52,140.285,0.37067398510175714,3279.427449806149,0.03049312769700428,0.014700203401014373,2.0743337262190624,581145.6442185903,581145.6442185903,0.0,0.0,3,5.769230769230769,16,36,-20
112,4029507714735307777,44938.91496,1537.89995998,-15.74115096,218762.0,2024-06-11 19:59:24,2024-06-14 16:08:17,2,53,68.14805555555556,0.7777184479870217,2922.0961134939116,0.03422200917287122,0.014700203401014373,2.3279956228707532,582683.5441785704,582683.5441785704,0.0,0.0,2,3.7735849056603774,40,13,27
113,4029749871687083265,115505.10595,3662.13654822,-57.75255175,42714.0,2024-06-14 01:43:36,2024-06-18 01:44:00,4,856,96.00666666666666,8.91604749670162,3154.0360232100534,0.03170540832892072,0.014700203401014373,2.15680065533875,586345.6807267903,586345.6807267903,0.0,0.0,367,42.873831775700936,335,521,-186
114,4030392204221219329,43976.05401,1347.75800996,-14.22825754,141510.0,2024-06-12 11:01:31,2024-06-19 02:01:54,2,85,159.0063888888889,0.5345697150533784,3262.9042962471553,0.03064754308455062,0.014700203401014373,2.084838029005491,587693.4387367503,587693.4387367503,0.0,0.0,8,9.411764705882353,8,77,-69
115,4030395639953224449,931859.12887,4413.76154738,-440.75973636,1744.249,2024-06-12 10:39:19,2024-06-21 14:51:21,6,492,220.20055555555555,2.2343267879534063,21112.584331229897,0.004736511572014385,0.014700203401014373,0.3222072132476444,592107.2002841303,592107.2002841303,0.0,0.0,86,17.479674796747968,241,251,-10
116,4030555430101054209,502090.1818,3358.38032001,-235.58309071,422.314,2024-06-12 13:17:23,2024-06-20 16:29:48,3,121,195.20694444444445,0.6198549971895922,14950.36696137217,0.006688799028035485,0.014700203401014373,0.4550140461031941,595465.5806041403,595465.5806041403,0.0,0.0,32,26.446280991735538,66,55,11
117,4030565764341697025,320313.77616,2789.87828996,-156.98768793,317.051,2024-06-12 13:47:55,2024-06-21 14:43:30,5,105,216.92638888888888,0.48403516297771265,11481.281363159125,0.008709829228719865,0.014700203401014373,0.5924971914415043,598255.4588941003,598255.4588941003,0.0,0.0,51,48.57142857142857,56,49,7
118,4030626027667524352,2411256.53556,3796.34803991,-506.05145121,687.524,2024-06-12 14:51:12,2024-06-21 14:21:16,1,233,215.5011111111111,1.081200921882331,63515.16010152652,0.001574427268075116,0.014700203401014373,0.10710241383234698,602051.8069340102,602051.8069340102,0.0,0.0,116,49.78540772532189,122,111,11
119,4030635536196756737,934528.9719205,2581.61417484,-0.30034998,7410675.748,2024-06-12 15:40:34,2024-06-21 17:08:02,115,1294,217.45777777777778,5.950580444735121,36199.405047751534,0.0027624763409257007,0.014700203401014373,0.18792096038175082,604633.4211088503,604633.4211088503,0.0,0.0,679,52.47295208655333,698,596,102
120,4030708912786799105,50385.28877,1612.84376999,-17.8767775,366582.0,2024-06-12 16:01:16,2024-06-17 16:19:42,1,60,120.30722222222222,0.49872317631249624,3124.003062634665,0.03201021189641978,0.014700203401014373,2.177535305002035,606246.2648788403,606246.2648788403,0.0,0.0,2,3.3333333333333335,2,58,-56
121,4031173908980084736,918898.66851,5360.42572991,-449.01533390000003,263.625,2024-06-12 23:33:58,2024-06-21 15:30:17,2,225,207.9386111111111,1.0820501243021778,17142.270312276632,0.005833533025575022,0.014700203401014373,0.39683349042452604,611606.6906087503,611606.6906087503,0.0,0.0,85,37.77777777777778,123,102,21
122,4031181049693676544,589354.57681,4545.2423384,-290.44713797,35134.096,2024-06-12 23:41:37,2024-06-21 14:18:33,5,302,206.61555555555555,1.461651806360713,12966.406033643136,0.007712237279978443,0.014700203401014373,0.5246347325674601,616151.9329471503,616151.9329471503,0.0,0.0,73,24.17218543046358,94,208,-114
123,4031408429897920512,44266.8266,1351.26659997,-13.65118582,1730.0,2024-06-13 03:26:18,2024-06-19 02:07:29,2,82,142.6863888888889,0.5746869104932923,3275.950622991998,0.03052549061581026,0.014700203401014373,2.0765352548593903,617503.1995471204,617503.1995471204,0.0,0.0,4,4.878048780487805,4,78,-74
124,4031414524297538817,205000.569198,2726.79561774,-102.50028422,13876.874,2024-06-13 03:30:45,2024-06-21 16:10:13,7,244,204.65777777777777,1.192234190410007,7518.002737876881,0.013301405105399107,0.014700203401014373,0.9048449700009767,620229.9951648604,620229.9951648604,0.0,0.0,90,36.885245901639344,102,142,-40
125,4031451549482615297,299729.09778,3124.54121527,-141.43154878,177.408,2024-06-13 04:09:09,2024-06-21 16:00:18,4,114,203.8525,0.5592278730945169,9592.739449721088,0.0104245508307752,0.014700203401014373,0.7091433054630975,623354.5363801303,623354.5363801303,0.0,0.0,44,38.59649122807017,39,75,-36
126,4031493134338259457,7838725.95267,9082.69828786,-3919.36297371,1979.864,2024-06-13 04:49:14,2024-06-21 16:10:36,3,1889,203.35611111111112,9.28912334957013,86303.93418602594,0.0011586957297271354,0.014700203401014373,0.07882174811589211,632437.2346679904,632437.2346679904,0.0,0.0,683,36.156696664902064,787,1102,-315
127,4031673021422897664,405713.00792,1984.71719999,-100.09402416,103955.198,2024-06-13 07:49:53,2024-06-21 14:32:41,10,229,198.71333333333334,1.1524138625155165,20441.854785258285,0.004891923998604831,0.014700203401014373,0.33277934088090705,634421.9518679803,634421.9518679803,0.0,0.0,72,31.4410480349345,123,106,17
128,4032403303704824321,780661.10656,2060.57051952,-255.12183854,223.918,2024-06-14 05:19:01,2024-06-21 17:08:14,1,223,179.8202777777778,1.2401271022147111,37885.677736564496,0.002639519891800359,0.014700203401014373,0.17955669182225203,636482.5223875003,636482.5223875003,0.0,0.0,123,55.15695067264574,161,62,99
129,4033614723417828608,1660531.8533967,4602.23981649,-785.00432588,242876.676,2024-06-14 16:16:02,2024-06-21 14:17:17,11,516,166.02083333333334,3.1080436692182203,36080.950137516775,0.002771545638872203,0.014700203401014373,0.18853791088910749,641084.7622039902,641084.7622039902,0.0,0.0,115,22.28682170542636,248,268,-20
130,4033639786957934336,402568.45661,2848.14185731,-199.70472804,114.167,2024-06-14 16:21:28,2024-06-21 10:00:15,2,149,161.64638888888888,0.921765101120931,14134.42436431927,0.00707492554507126,0.014700203401014373,0.48128079265781193,643932.9040613002,643932.9040613002,0.0,0.0,25,16.778523489932887,117,32,85
131,4034359562055356161,2581456.655827,5284.65441593,-266.29444526,5248379.067,2024-06-15 04:32:43,2024-06-21 15:53:07,13,799,155.34,5.1435560705549115,48848.16399811286,0.002047159848297743,0.014700203401014373,0.1392606477918857,649217.5584772303,649217.5584772303,0.0,0.0,391,48.93617021276596,385,414,-29
132,4034786679304751616,81684.49583,2521.07586938,-36.22188786,420011.0,2024-06-15 11:25:08,2024-06-21 10:54:09,5,321,143.48361111111112,2.2371893034628423,3240.0649588577594,0.030863578746042678,0.014700203401014373,2.0995341291612992,651738.6343466103,651738.6343466103,0.0,0.0,123,38.31775700934579,114,207,-93
133,4035034554469394176,119894.8132,2517.32079973,-46.79989619,59798.0,2024-06-15 15:28:31,2024-06-21 01:46:07,4,395,130.29333333333332,3.031620957838723,4762.794365059056,0.02099607758286244,0.014700203401014373,1.4282848345767534,654255.9551463403,654255.9551463403,0.0,0.0,66,16.70886075949367,172,223,-51
134,4035430878731345664,130569.5384,2493.75041995,-65.28476901,579362.804,2024-06-15 22:06:48,2024-06-19 03:25:25,2,89,77.31027777777778,1.1512052803098625,5235.870332309276,0.019099021490834953,0.014700203401014373,1.299235185379615,656749.7055662903,656749.7055662903,0.0,0.0,43,48.31460674157304,32,57,-25
135,4036548677626662656,586961.16148,3296.87667987,-283.24758058,170.002,2024-06-16 16:31:52,2024-06-21 08:56:21,2,147,112.40805555555555,1.3077354578680354,17803.552224560146,0.005616856610336963,0.014700203401014373,0.3820938021816336,660046.5822461603,660046.5822461603,0.0,0.0,68,46.25850340136054,68,79,-11
136,4037073643537925121,59401.93578,1540.4004996200001,-29.70096747,255791.2,2024-06-17 01:28:57,2024-06-21 15:47:23,3,446,110.30722222222222,4.043252934984614,3856.265678611102,0.02593182325446432,0.014700203401014373,1.7640452004000788,661586.9827457803,661586.9827457803,0.0,0.0,83,18.609865470852018,83,363,-280
137,4037121179310444801,5580378.82866,7237.92173826,-2649.72118138,1595.0,2024-06-17 02:20:50,2024-06-21 17:10:09,1,1595,110.82194444444444,14.392456367696932,77099.18717636654,0.0012970305351111837,0.014700203401014373,0.08823214888453063,668824.9044840402,668824.9044840402,0.0,0.0,772,48.40125391849529,767,828,-61
138,4037179073830813185,320791.80871,2331.43490998,-155.12340425,120.948,2024-06-17 05:24:18,2024-06-21 11:37:13,4,73,102.21527777777777,0.714178952374482,13759.415171181075,0.007267750755093774,0.014700203401014373,0.4943979723839923,671156.3393940203,671156.3393940203,0.0,0.0,31,42.465753424657535,24,49,-25
139,4037282461943784704,1850545.30126,4760.3656195,-915.04265,526.0,2024-06-17 04:41:38,2024-06-21 15:02:16,1,504,106.34388888888888,4.739341444684174,38874.0161822774,0.002572412367456641,0.014700203401014373,0.17499161727783538,675916.7050135203,675916.7050135203,0.0,0.0,136,26.984126984126984,218,286,-68
140,4037511388357114368,896578.4660663999,3552.34051692,-318.88608641,6687307.438,2024-06-17 08:27:37,2024-06-21 13:38:51,9,953,101.18722222222222,9.418185212230355,25239.091291950917,0.0039621077812691035,0.014700203401014373,0.26952741218503834,679469.0455304403,679469.0455304403,0.0,0.0,413,43.33683105981112,569,384,185
141,4037717032428033792,69318.06027,1897.3229995,-32.52200163,24291.5,2024-06-17 17:01:35,2024-06-21 11:32:45,4,317,90.51944444444445,3.5020100039893207,3653.466504557597,0.027371265036986874,0.014700203401014373,1.8619650551976816,681366.3685299403,681366.3685299403,0.0,0.0,102,32.17665615141956,147,170,-23
142,4037785885739608577,70714.8480271,1934.5792352600001,-32.693095570000004,1897470.0,2024-06-17 13:22:55,2024-06-21 11:32:45,4,254,94.16388888888889,2.6974247027935925,3655.308954951963,0.027357468611381483,0.014700203401014373,1.8610265358296816,683300.9477652003,683300.9477652003,0.0,0.0,59,23.228346456692915,83,171,-88
143,4038768306117031680,105346.00218,1741.91425988,-41.48747634,496638.4,2024-06-18 05:16:19,2024-06-21 14:15:15,2,100,80.98222222222222,1.2348389221228253,6047.714552107591,0.016535171946095013,0.014700203401014373,1.1248260649885986,685042.8620250802,685042.8620250802,0.0,0.0,22,22.0,35,65,-30
144,4039129759104249600,39977.7842,1264.28919972,-17.42944304,10896.2,2024-06-18 11:16:54,2024-06-20 16:04:46,2,133,52.797777777777775,2.519045414369292,3162.075908649209,0.03162479424560003,0.014700203401014373,2.1513167799717516,686307.1512248003,686307.1512248003,0.0,0.0,59,44.3609022556391,77,56,21
145,4039279455324236544,101634.5019,1038.80741926,-41.84636391,1510994.6,2024-06-18 18:09:46,2024-06-21 09:25:24,5,327,63.260555555555555,5.169097822936884,9783.767425573442,0.010221011564380973,0.014700203401014373,0.6952972884494701,687345.9586440603,687345.9586440603,0.0,0.0,181,55.35168195718655,146,181,-35
146,4040382575336130560,19559.4294,1e-06,-9.7797146,35095.0,2024-06-19 08:02:31,2024-06-20 01:56:44,2,76,17.90361111111111,4.2449536871829086,1955942940000.0,5.1126235819537754e-11,0.014700203401014373,3.4779271024243e-09,687345.9586450603,687345.9586450603,0.0,0.0,0,0.0,76,0,76
147,4040843843196854529,218331.08006,2151.70406,-109.16553998,61.6,2024-06-19 15:38:27,2024-06-21 13:56:42,1,59,46.30416666666667,1.2741833888239,10146.891671524754,0.009855234808570021,0.014700203401014373,0.6704148602385985,689497.6627050603,689497.6627050603,0.0,0.0,19,32.20338983050847,21,38,-17
148,4041804592937345281,578122.87728,-776.34299969,-218.78138959,10845.876,2024-06-20 07:32:18,2024-06-21 13:36:57,5,368,30.0775,12.235059429806334,-74467.45543024785,-0.001342868497684441,0.014700203401014373,-0.09135033448528868,688721.3197053703,689497.6627050603,776.3429996899795,0.11259545052614169,85,23.097826086956523,224,144,80
149,4041860229502600193,173806.662,2327.33599982,-86.90333094,1296.0,2024-06-20 08:28:42,2024-06-21 14:48:34,1,97,30.33111111111111,3.198036486189465,7468.051970727154,0.013390372802971152,0.014700203401014373,0.9108971105833246,691048.6557051904,691048.6557051904,0.0,0.0,38,39.175257731958766,58,39,19
